"","ID","places","lattitude","longitude"
"59","2014.c.2.2.8","Khmer Kingdom",NA,NA
"60","2014.c.2.2.8","Cambodia",12.5433216,104.8144914
"61","2014.c.2.3.lightning.1.1","Atlanta",33.7489924,-84.3902644
"62","2014.c.2.3.lightning.1.1","Savannah",32.0790074,-81.0921335
"63","2014.c.2.3.lightning.1.3","Northerners",49.4840531,-2.54770440607157
"64","2014.c.2.3.lightning.1.5","the United States",47.8287874669091,-122.598947831237
"65","2014.c.2.3.lightning.2.3","England",52.5310214,-1.2649062
"66","2014.c.2.3.lightning.2.4","Spain",39.3260685,-4.8379791
"67","2014.c.2.3.lightning.3.7","Acapulco",16.8680495,-99.8940182
"68","2014.c.2.4.1","Springfield",39.7990175,-89.6439575
"69","2014.c.2.4.1","Sunset Strip",34.0938564,-118.376766004617
"70","2014.c.2.4.1","Ohio",40.2253569,-82.6881395
"71","2014.c.2.4.2","U.S.",51.4376108,7.3303862
"72","2014.c.2.4.2","the United States",47.8287874669091,-122.598947831237
"73","2014.c.2.4.2","U.S.",51.4376108,7.3303862
"74","2014.c.2.4.2","Canada",61.0666922,-107.991707
"75","2014.c.2.4.2","U.S.",51.4376108,7.3303862
"76","2014.c.2.4.4","Springfield",39.7990175,-89.6439575
"77","2014.c.2.4.5","U.K.",54.7023545,-3.2765753
"78","2014.c.2.4.6","Germany",51.1638175,10.4478313
"79","2014.c.2.4.7","U.S.",51.4376108,7.3303862
"80","2014.c.2.4.8","McGrain v. Daugherty",NA,NA
"81","2014.c.2.4.8","the Black Hills",-44.1169199,169.9643628
"82","2014.c.3.1.1","England",52.5310214,-1.2649062
"83","2014.c.3.1.4","U.S.",51.4376108,7.3303862
"84","2014.c.3.1.4","Colombia",4.099917,-72.9088133
"85","2014.c.3.1.6","Williston",48.1465457,-103.621814
"86","2014.c.3.1.6","Fargo",46.877229,-96.789821
"87","2014.c.3.1.7","Sudan",34.0678644,-102.524362
"88","2014.c.3.1.8","Lausanne",46.5218269,6.6327025
"89","2014.c.3.1.8","Turkey",38.9597594,34.9249653
"90","2014.c.3.1.9","Dred",44.80559315,-93.3873637562627
"91","2014.c.3.1.10","Cincinnati",39.1014537,-84.5124602
"92","2014.c.3.2.1","Emporia",38.4040054,-96.181623
"93","2014.c.3.2.2","Argun",43.2950455,45.8688918
"94","2014.c.3.2.2","Ussuri",45.9548154,133.6747478
"95","2014.c.3.2.2","Mongolia",46.8250388,103.8499736
"96","2014.c.3.2.2","Kazakhstan",48.1012954,66.7780818
"97","2014.c.3.2.3","Metallurg",55.7694097,38.4685007
"98","2014.c.3.2.4","Spinalonga",35.2977829,25.7380439526535
"99","2014.c.3.2.4","Hawaii",19.5938015,-155.428370097169
"100","2014.c.3.2.5","the Soviet Union",44.423953,34.0547074
"101","2014.c.3.2.6","Xerxes",50.8101536,14.0609472
"102","2014.c.3.2.6","Persia",32.6475314,54.5643516
"103","2014.c.3.2.7","Sirte",31.2059625,16.5836206
"104","2014.c.3.2.7","Libya",26.8234472,18.1236723
"105","2014.c.3.3.lightning.1.7","Sweden",59.6749712,14.5208584
"106","2014.c.3.3.lightning.2.2","Northern Ireland",54.5859836,-6.9591554
"107","2014.c.3.3.lightning.2.8","Britain",54.3151594,-1.91815321114879
"108","2014.c.3.3.lightning.3.1","U.S.",51.4376108,7.3303862
"109","2014.c.3.3.lightning.3.1","St. Petersburg",59.9606739,30.1586551
"110","2014.c.3.3.lightning.3.4","Florida",27.7567667,-81.4639835
"111","2014.c.3.3.lightning.3.6","Washington DC",38.8950368,-77.0365427
"112","2014.c.3.4.1","Paris",48.8588897,2.32004102172008
"113","2014.c.3.4.1","France",46.603354,1.8883335
"114","2014.c.3.4.2","St. Louis",38.6280278,-90.1910154
"115","2014.c.3.4.5","Austria",47.59397,14.12456
"116","2014.c.3.4.5","Italy",42.6384261,12.674297
"117","2014.c.3.4.6","Philadelphia",39.9527237,-75.1635262
"118","2014.c.3.4.6","U.S.",51.4376108,7.3303862
"119","2014.c.3.4.7","Zenobia",39.5286634,-89.5337073
"120","2014.c.3.4.7","Egypt",26.2540493,29.2675469
"121","2014.c.3.4.8","Paris",48.8588897,2.32004102172008
"122","2014.c.3.extra.1","the Soviet Union",44.423953,34.0547074
"123","2014.c.4.1.2","Ohio",40.2253569,-82.6881395
"124","2014.c.4.1.3","Pennsylvania",40.9699889,-77.7278831
"125","2014.c.4.1.6","Waco",31.5491899,-97.1474628
"126","2014.c.4.1.6","Oklahoma City",35.4729886,-97.5170536
"127","2014.c.4.2.2","King of Scotland",56.67256835,-2.82784979666885
"128","2014.c.4.2.3","U.S.",51.4376108,7.3303862
"129","2014.c.4.2.5","Ghana",8.0300284,-1.0800271
"130","2014.c.4.2.5","Nigeria",9.6000359,7.9999721
"131","2014.c.4.2.5","Rhodesia",53.3144605,-1.1531982
"132","2014.c.4.2.5","France",46.603354,1.8883335
"133","2014.c.4.2.7","Lydia",29.92599575,-91.7830901147915
"134","2014.c.4.2.7","Greece",38.9953683,21.9877132
"135","2014.c.4.2.8","Virginia",37.1232245,-78.4927721
"136","2014.c.4.3.lightning.1.1","Britain",54.3151594,-1.91815321114879
"137","2014.c.4.3.lightning.1.3","St. Paul",44.9497487,-93.0931028
"138","2014.c.4.3.lightning.2.1","Jerusalem",31.7788242,35.2257626
"139","2014.c.4.3.lightning.2.3","England",52.5310214,-1.2649062
"140","2014.c.4.3.lightning.3.1","Nirvana",-23.537406,-46.0265136
"141","2014.c.4.3.lightning.3.2","Hindi",-9.9999999,69.9999999
"142","2014.c.4.3.lightning.3.3","India",22.3511148,78.6677428
"143","2014.c.4.3.lightning.3.5","India",22.3511148,78.6677428
"144","2014.c.4.3.lightning.3.7","Ayodha",-20.0674553749812,57.6320939812027
"145","2014.c.4.4.1","Poland",52.215933,19.134422
"146","2014.c.4.4.2","Manzanar",42.0912935,-3.0133208
"147","2014.c.4.4.3","Mecca",21.420847,39.826869
"148","2014.c.4.4.5","the United States",47.8287874669091,-122.598947831237
"149","2014.c.4.4.6","U.S.",51.4376108,7.3303862
"150","2014.c.4.4.7","New York",40.7127281,-74.0060152
"151","2014.c.4.4.8","the Caprivi Strip",NA,NA
"152","2014.c.4.4.8","Namibia",-23.2335499,17.3231107
"153","2014.c.4.4.8","Tanzania",-6.5247123,35.7878438
"154","2014.c.4.extra.1","Hudaybiyyah",NA,NA
"155","2014.c.4.extra.1","Quran",32.1712584845076,35.059863997076
"156","2014.c.5.1.1","South Carolina",33.6874388,-80.4363743
"157","2014.c.5.1.2","Paris",48.8588897,2.32004102172008
"158","2014.c.5.1.5","Dayton",39.7589478,-84.1916069
"159","2014.c.5.1.5","Tennessee",35.7730076,-86.2820081
"160","2014.c.5.1.8","The City of God",51.4515413,0.179048516666667
"161","2014.c.5.1.9","Cuba",23.0131338,-80.8328748
"162","2014.c.5.1.9","Tenochtitlan",19.8251044,-96.9419500190772
"163","2014.c.5.1.9","Mexico",19.4326296,-99.1331785
"164","2014.c.5.1.9","Spain",39.3260685,-4.8379791
"165","2014.c.5.2.2","Pataliputra",13.2780619,78.0427444
"166","2014.c.5.2.2","New Delhi",28.64308585,77.2192670573486
"167","2014.c.5.2.3","Veracruz",19.333333,-96.666667
"168","2014.c.5.2.3","Santa Anna",31.741298,-99.3250979
"169","2014.c.5.2.5","West Virginia",38.4758406,-80.8408415
"170","2014.c.5.2.5","Wisconsin",44.4308975,-89.6884637
"171","2014.c.5.2.8","Japan",36.5748441,139.2394179
"172","2014.c.5.3.lightning.1.3","London",51.5074456,-0.1277653
"173","2014.c.5.3.lightning.2.8","Puritan",39.1586831,-82.4890465
"174","2014.c.5.3.lightning.3.2","England",52.5310214,-1.2649062
"175","2014.c.5.4.1","U.S.",51.4376108,7.3303862
"176","2014.c.5.4.3","Louisiana",30.8703881,-92.007126
"177","2014.c.5.4.4","Rome",41.8933203,12.4829321
"178","2014.c.5.4.4","Attila",37.7697714,-88.7711732
"179","2014.c.5.4.5","America",39.7837304,-100.445882
"180","2014.c.5.4.7","USSR",46.3421653,48.0254474
"181","2014.c.5.4.7","the United States",47.8287874669091,-122.598947831237
"182","2014.c.5.4.8","Cuba",23.0131338,-80.8328748
"183","2014.c.5.4.8","U.S.",51.4376108,7.3303862
"184","2014.c.5.4.8","Puerto Rico",18.2247706,-66.4858295
"185","2015.a.1.1.1","Maryland",39.5162401,-76.9382069
"186","2015.a.1.1.2","Philadelphia",39.9527237,-75.1635262
"187","2015.a.1.1.5","Uranus",44.4222156,26.0820917
"188","2015.a.1.1.5","Konigsberg",54.710128,20.5105838
"189","2015.a.1.1.6","Cleopatra",37.6222682,-87.2927777
"190","2015.a.1.1.8","Hurrem Sultan",52.5032655,13.412501
"191","2015.a.1.1.8","Hungary",47.1817585,19.5060937
"192","2015.a.1.1.8","Baghdad",33.3061701,44.3872213
"193","2015.a.1.1.8","the Ottoman Empire",NA,NA
"194","2015.a.1.1.9","Manila",14.5904492,120.9803621
"195","2015.a.1.1.9","India",22.3511148,78.6677428
"196","2015.a.1.1.9","Liverpool",53.4071991,-2.99168
"197","2015.a.1.1.10","the United States",47.8287874669091,-122.598947831237
"198","2015.a.1.1.10","Lawrence County",41.001415,-80.350071
"199","2015.a.1.2.1","Fort Stanwix",43.21057495,-75.455287308598
"200","2015.a.1.2.1","New York",40.7127281,-74.0060152
"201","2015.a.1.2.5","Casablanca",33.5945144,-7.6200284
"202","2015.a.1.2.7","Minnesota",45.9896587,-94.6113288
"203","2015.a.1.3.lightning.1.3","Consul",49.2958798,-109.5186382
"204","2015.a.1.3.lightning.1.8","Empire",39.7611067,-105.682998
"205","2015.a.1.3.lightning.3.1","Japan",36.5748441,139.2394179
"206","2015.a.1.3.lightning.3.4","Japan",36.5748441,139.2394179
"207","2015.a.1.3.lightning.3.5","Japan",36.5748441,139.2394179
"208","2015.a.1.3.lightning.3.6","Japan",36.5748441,139.2394179
"209","2015.a.1.3.lightning.3.6","Russia",64.6863136,97.7453061
"210","2015.a.1.3.lightning.3.7","Liaodong",43.5368466,123.5592255
"211","2015.a.1.3.lightning.3.7","Japan",36.5748441,139.2394179
"212","2015.a.1.3.lightning.3.8","New Hampshire",43.4849133,-71.6553992
"213","2015.a.1.4.1","Chippenham",51.4587621,-2.1159032
"214","2015.a.1.4.1","Edington",51.2658328,-2.09791972770384
"215","2015.a.1.4.2","Washington",38.8950368,-77.0365427
"216","2015.a.1.4.4","New Jersey",40.0757384,-74.4041622
"217","2015.a.1.4.4","Tennessee",35.7730076,-86.2820081
"218","2015.a.1.4.4","America",39.7837304,-100.445882
"219","2015.a.1.4.5","Taku",33.2885725,130.1100243
"220","2015.a.1.4.5","the H. M. S. Arrow",NA,NA
"221","2015.a.1.4.5","China",35.0000663,104.999955
"222","2015.a.1.4.5","Britain",54.3151594,-1.91815321114879
"223","2015.a.1.4.8","Cuchulain",55.8144338,-4.0730579
"224","2015.a.1.4.8","Dublin",53.3493795,-6.2605593
"225","2015.a.2.1.1","Russia",64.6863136,97.7453061
"226","2015.a.2.1.1","Britain",54.3151594,-1.91815321114879
"227","2015.a.2.1.1","Britain",54.3151594,-1.91815321114879
"228","2015.a.2.1.2","New Orleans",29.9759983,-90.0782127
"229","2015.a.2.1.3","Crito",-27.1747010728159,-51.7384790906094
"230","2015.a.2.1.3","Republic",39.8266503,-97.6580834
"231","2015.a.2.1.4","Charlotte",35.2272086,-80.8430827
"232","2015.a.2.1.4","France",46.603354,1.8883335
"233","2015.a.2.1.6","Hejaz",32.7549202313148,35.7952156768236
"234","2015.a.2.1.6","Islam",38.5752804,40.9736911
"235","2015.a.2.1.6","Mecca",21.420847,39.826869
"236","2015.a.2.1.8","Jerusalem",31.7788242,35.2257626
"237","2015.a.2.1.8","Berlin",52.510885,13.3989367
"238","2015.a.2.1.9","Talbot County",32.6984691,-84.505404
"239","2015.a.2.1.10","Saint Sylvia",27.4279287355218,-99.4630291028393
"240","2015.a.2.1.10","Ecumenical  Patriarch",NA,NA
"241","2015.a.2.1.10","Britain",54.3151594,-1.91815321114879
"242","2015.a.2.2.2","Israel",30.8124247,34.8594762
"243","2015.a.2.2.2","DC",4.6533816,-74.0836333
"244","2015.a.2.2.2","Washington",38.8950368,-77.0365427
"245","2015.a.2.2.2","Colorado",38.7251776,-105.607716
"246","2015.a.2.2.4","Massachusetts",42.3788774,-72.032366
"247","2015.a.2.2.5","Grass",49.6306221,5.8923953
"248","2015.a.2.2.6","Tassilo",53.2490082,10.4076101
"249","2015.a.2.2.6","Bavaria",48.9467562,11.4038717
"250","2015.a.2.2.6","Pannonia",35.9157105,-78.6453065208853
"251","2015.a.2.2.8","Canada",61.0666922,-107.991707
"252","2015.a.2.2.8","Paris",48.8588897,2.32004102172008
"253","2015.a.2.3.lightning.1.1","Cuba",23.0131338,-80.8328748
"254","2015.a.2.3.lightning.1.2","Cuba",23.0131338,-80.8328748
"255","2015.a.2.3.lightning.1.3","Cuba",23.0131338,-80.8328748
"256","2015.a.2.3.lightning.1.5","U.S.",51.4376108,7.3303862
"257","2015.a.2.3.lightning.1.5","Cuba",23.0131338,-80.8328748
"258","2015.a.2.3.lightning.1.8","U.S.",51.4376108,7.3303862
"259","2015.a.2.3.lightning.1.8","Cuba",23.0131338,-80.8328748
"260","2015.a.2.3.lightning.2.1","Massachusetts",42.3788774,-72.032366
"261","2015.a.2.3.lightning.2.3","Yorktown",37.2378875,-76.5080633
"262","2015.a.2.3.lightning.2.4","West Point",41.3558443,-74.0078312251273
"263","2015.a.2.3.lightning.2.5","Camden",39.9448402,-75.1198911
"264","2015.a.2.3.lightning.2.7","Rhode Island",41.7962409,-71.5992372
"265","2015.a.2.3.lightning.2.8","South Carolina",33.6874388,-80.4363743
"266","2015.a.2.3.lightning.3.5","Peru",-6.8699697,-75.0458515
"267","2015.a.2.3.lightning.3.6","Rhodesia",53.3144605,-1.1531982
"268","2015.a.2.3.lightning.3.7","Jordan",44.6663146,-93.6261918
"269","2015.a.2.3.lightning.3.8","St. Louis",38.6280278,-90.1910154
"270","2015.a.2.4.1","Lachrimae",NA,NA
"271","2015.a.2.4.3","London",51.5074456,-0.1277653
"272","2015.a.2.4.4","U.S.",51.4376108,7.3303862
"273","2015.a.2.4.5","Iran",32.6475314,54.5643516
"274","2015.a.2.4.5","Guatemala",15.5855545,-90.345759
"275","2015.a.2.4.6","Psycho",32.0112981627705,-86.4080988308494
"276","2015.a.2.4.8","Whites",-28.0047222,26.9941667
"277","2015.a.2.4.8","Rome",41.8933203,12.4829321
"278","2015.a.3.1.1","Chicago",41.8755616,-87.6244212
"279","2015.a.3.1.3","Manhattan",40.7896239,-73.9598939
"280","2015.a.3.1.6","US",39.7837304,-100.445882
"281","2015.a.3.2.2","Great Britain",54.3151594,-1.91815321114879
"282","2015.a.3.2.3","England",52.5310214,-1.2649062
"283","2015.a.3.2.4","Bilbao",43.2630018,-2.9350039
"284","2015.a.3.2.4","Spain",39.3260685,-4.8379791
"285","2015.a.3.2.6","Arkansas",35.2048883,-92.4479108
"286","2015.a.3.2.8","Netherlands",52.2434979,5.6343227
"287","2015.a.3.3.lightning.1.1","Jerusalem",31.7788242,35.2257626
"288","2015.a.3.3.lightning.1.3","Jerusalem",31.7788242,35.2257626
"289","2015.a.3.3.lightning.1.4","Malta",35.8885993,14.4476911
"290","2015.a.3.3.lightning.1.6","the Kingdom of Jerusalem",31.7713241,35.2165457
"291","2015.a.3.3.lightning.2.1","the United States",47.8287874669091,-122.598947831237
"292","2015.a.3.3.lightning.2.2","US",39.7837304,-100.445882
"293","2015.a.3.3.lightning.2.3","the Soviet Union",44.423953,34.0547074
"294","2015.a.3.3.lightning.2.4","France",46.603354,1.8883335
"295","2015.a.3.3.lightning.2.4","Britain",54.3151594,-1.91815321114879
"296","2015.a.3.3.lightning.2.8","Massachusetts",42.3788774,-72.032366
"297","2015.a.3.3.lightning.3.1","France",46.603354,1.8883335
"298","2015.a.3.3.lightning.3.3","Nebraska",41.7370229,-99.5873816
"299","2015.a.3.4.1","Egypt",26.2540493,29.2675469
"300","2015.a.3.4.1","India",22.3511148,78.6677428
"301","2015.a.3.4.2","Brazil",-10.3333333,-53.2
"302","2015.a.3.4.3","North Carolina’s",35.4930941865484,-82.9594284700628
"303","2015.a.3.4.3","Omaha",41.2587459,-95.9383758
"304","2015.a.3.4.4","Tashkent",41.3123363,69.2787079
"305","2015.a.3.4.4","Jawaharlal",28.54016675,77.1645600539473
"306","2015.a.3.4.5","Wellington",-41.2887953,174.7772114
"307","2015.a.3.4.5","Portugal",39.6621648,-8.1353519
"308","2015.a.3.4.7","Paris",48.8588897,2.32004102172008
"309","2015.a.3.4.7","Lightborn",44.9018832229941,-73.8014294175763
"310","2015.a.3.4.7","Machiavelli",52.5213052,13.385266
"311","2015.a.3.4.8","Antwerp",51.2211097,4.3997081
"312","2015.a.3.4.8","Hamburg",53.550341,10.000654
"313","2015.a.4.1.1","Zurich",47.3744489,8.5410422
"314","2015.a.4.1.1","Munster",51.9625101,7.6251879
"315","2015.a.4.1.2","Moravia",40.891181,-92.8145031
"316","2015.a.4.1.2","Chapelle",46.5859079,6.8365374
"317","2015.a.4.1.2","Habsburg",47.46255525,8.18067965203243
"318","2015.a.4.1.3","Charlemagne",45.72551965,-73.4896922220162
"319","2015.a.4.1.4","New York City",40.7127281,-74.0060152
"320","2015.a.4.1.6","India",22.3511148,78.6677428
"321","2015.a.4.1.7","Southampton County",36.6959378,-77.1586002
"322","2015.a.4.1.7","Virginia",37.1232245,-78.4927721
"323","2015.a.4.1.8","Kentucky",37.5726028,-85.1551411
"324","2015.a.4.1.9","U.S.",51.4376108,7.3303862
"325","2015.a.4.1.9","Virginia",37.1232245,-78.4927721
"326","2015.a.4.2.1","West Germany",50.09803105,8.54633513993708
"327","2015.a.4.2.1","the United States",47.8287874669091,-122.598947831237
"328","2015.a.4.2.1","London",51.5074456,-0.1277653
"329","2015.a.4.2.3","Athens",33.9597677,-83.376398
"330","2015.a.4.2.4","New York City",40.7127281,-74.0060152
"331","2015.a.4.2.6","Utica",43.1009031,-75.2326641
"332","2015.a.4.2.6","Rome",41.8933203,12.4829321
"333","2015.a.4.2.7","Covadonga",22.2694648,-80.8682219
"334","2015.a.4.2.7","El Cid",19.8669008,-98.9274522
"335","2015.a.4.2.7","Ferdinand",38.223944,-86.8622155
"336","2015.a.4.2.7","Spain",39.3260685,-4.8379791
"337","2015.a.4.3.lightning.1.1","France",46.603354,1.8883335
"338","2015.a.4.3.lightning.1.3","Spain",39.3260685,-4.8379791
"339","2015.a.4.3.lightning.1.3","Austria",47.59397,14.12456
"340","2015.a.4.3.lightning.1.4","Spain",39.3260685,-4.8379791
"341","2015.a.4.3.lightning.1.7","Oxfordshire",51.833333,-1.25
"342","2015.a.4.3.lightning.2.1","India",22.3511148,78.6677428
"343","2015.a.4.3.lightning.3.3","Athens",33.9597677,-83.376398
"344","2015.a.4.3.lightning.3.4","Athens",33.9597677,-83.376398
"345","2015.a.4.3.lightning.3.6","Sparta",37.08114525,22.4248617827202
"346","2015.a.4.3.lightning.3.6","Athens",33.9597677,-83.376398
"347","2015.a.4.3.lightning.3.7","Sparta",37.08114525,22.4248617827202
"348","2015.a.4.3.lightning.3.7","Aegospotami",NA,NA
"349","2015.a.4.3.lightning.3.8","Athens",33.9597677,-83.376398
"350","2015.a.4.3.lightning.3.8","Sparta",37.08114525,22.4248617827202
"351","2015.a.4.4.1","the Byzantine Empire",NA,NA
"352","2015.a.4.4.2","The United Kingdom",52.45777545,-1.86920993821471
"353","2015.a.4.4.2","Special Administrative Region",22.350627,114.1849161
"354","2015.a.4.4.2","China",35.0000663,104.999955
"355","2015.a.4.4.3","Nicaragua",12.6090157,-85.2936911
"356","2015.a.4.4.4","El Desdichado",NA,NA
"357","2015.a.4.4.4","Wilfrid",18.2507243,-72.4704886
"358","2015.a.4.4.4","England",52.5310214,-1.2649062
"359","2015.a.4.4.6","Panama",8.559559,-81.1308434
"360","2015.a.4.4.7","Varna",43.2052135,27.8602024522552
"361","2015.a.4.4.7","Vienna",48.2083537,16.3725042
"362","2015.a.4.4.7","Magyar",47.50126265,19.0461337377087
"363","2015.a.4.4.7","Austria",47.59397,14.12456
"364","2015.a.4.4.8","Greenville",34.851354,-82.3984882
"365","2015.a.5.1.1","Josephus",48.2075471,16.2284106
"366","2015.a.5.1.2","Alesia",39.6831584,-76.8288653
"367","2015.a.5.1.2","France",46.603354,1.8883335
"368","2015.a.5.1.5","Turkey",38.9597594,34.9249653
"369","2015.a.5.1.5","the United States",47.8287874669091,-122.598947831237
"370","2015.a.5.1.7","Cuba",23.0131338,-80.8328748
"371","2015.a.5.1.8","Southwark",51.46525455,-0.0690186332146649
"372","2015.a.5.1.9","America",39.7837304,-100.445882
"373","2015.a.5.1.9","Mexico",19.4326296,-99.1331785
"374","2015.a.5.1.9","Florida",27.7567667,-81.4639835
"375","2015.a.5.1.10","Spain",39.3260685,-4.8379791
"376","2015.a.5.2.2","Belgium",50.6402809,4.6667145
"377","2015.a.5.2.3","Lydia",29.92599575,-91.7830901147915
"378","2015.a.5.2.3","the Roman Empire",NA,NA
"379","2015.a.5.2.5","Israel",30.8124247,34.8594762
"380","2015.a.5.2.5","Buenos Aires",-34.6083696,-58.4440583
"381","2015.a.5.2.6","Carson City",39.1663259,-119.7670374
"382","2015.a.5.2.6","Missouri",38.7604815,-92.5617875
"383","2015.a.5.2.6","California",36.7014631,-118.755997
"384","2015.a.5.2.7","Kuwait",29.3796532,47.9734174
"385","2015.a.5.2.8","Portsmouth",50.800031,-1.0906023
"386","2015.a.5.2.8","Puritan",39.1586831,-82.4890465
"387","2015.a.5.3.lightning.1.3","Washington",38.8950368,-77.0365427
"388","2015.a.5.3.lightning.1.8","France",46.603354,1.8883335
"389","2015.a.5.3.lightning.2.3","Jackson",32.2998686,-90.1830408
"390","2015.a.5.3.lightning.2.3","Kentucky",37.5726028,-85.1551411
"391","2015.a.5.3.lightning.2.6","America",39.7837304,-100.445882
"392","2015.a.5.3.lightning.2.8","Kentucky",37.5726028,-85.1551411
"393","2015.a.5.3.lightning.3.1","Israel",30.8124247,34.8594762
"394","2015.a.5.3.lightning.3.3","Israel",30.8124247,34.8594762
"395","2015.a.5.3.lightning.3.4","Israel",30.8124247,34.8594762
"396","2015.a.5.4.1","Spouses",51.9903195,0.817030330658023
"397","2015.a.5.4.1","Tyrrhenus",39.9999743,11.9999826
"398","2015.a.5.4.1","Rome",41.8933203,12.4829321
"399","2015.a.5.4.2","Hawkeye",42.9385533,-91.9509636
"400","2015.a.5.4.3","Port Harcourt",4.7676576,7.0188527
"401","2015.a.5.4.3","Mali Empire",11.3179733,-5.6804819
"402","2015.a.5.4.4","San Lorenzo",42.3832108,9.287966
"403","2015.a.5.4.5","Chenango County",42.4784565,-75.6130279
"404","2015.a.5.4.5","Missouri",38.7604815,-92.5617875
"405","2015.a.5.4.5","Illinois",40.0796606,-89.4337288
"406","2015.a.5.4.5","Carthage",32.1570412,-94.338114
"407","2015.a.5.4.5","Illinois",40.0796606,-89.4337288
"408","2015.a.5.4.6","Alaska",64.4459613,-149.680909
"409","2015.a.5.4.7","Washington Heights",40.8401984,-73.9402214
"410","2015.a.5.4.7","Cleveland",41.4996574,-81.6936772
"411","2015.a.5.4.8","London",51.5074456,-0.1277653
"412","2015.nationals.1.1.1","Midlothian",55.833333,-3.083333
"413","2015.nationals.1.1.2","Gaul",50.1813995,7.6535842
"414","2015.nationals.1.1.3","UK",6.3110548,20.5447525
"415","2015.nationals.1.1.3","the United States",47.8287874669091,-122.598947831237
"416","2015.nationals.1.1.4","Pachacuti",-24.19514115,-65.2830455
"417","2015.nationals.1.1.4","quipu",-0.289555387732035,-78.5436648166441
"418","2015.nationals.1.1.4","South American Empire",NA,NA
"419","2015.nationals.1.1.4","Cusco",-13.5170887,-71.9785356
"420","2015.nationals.1.1.7","Barfleur",49.6706815,-1.2644272
"421","2015.nationals.1.1.7","England",52.5310214,-1.2649062
"422","2015.nationals.1.1.8","Manhattan",40.7896239,-73.9598939
"423","2015.nationals.1.2.1","Morristown",40.7970382,-74.4809868
"424","2015.nationals.1.2.1","Pennsylvania",40.9699889,-77.7278831
"425","2015.nationals.1.2.1","Washington",38.8950368,-77.0365427
"426","2015.nationals.1.2.2","New York",40.7127281,-74.0060152
"427","2015.nationals.1.2.2","New York",40.7127281,-74.0060152
"428","2015.nationals.1.2.3","St. Patrick's Day",52.0460887,-0.7467986
"429","2015.nationals.1.2.3","Braintree",42.2205956,-71.0041229
"430","2015.nationals.1.2.3","U.S.",51.4376108,7.3303862
"431","2015.nationals.1.2.4","Edessa",37.2595198,39.0408174
"432","2015.nationals.1.2.4","France",46.603354,1.8883335
"433","2015.nationals.1.2.4","Damascus",39.2694715,-77.1968940834768
"434","2015.nationals.1.2.7","Baguio",16.4119905,120.5933719
"435","2015.nationals.1.2.7","Palawan",11.0798978,120.937342154741
"436","2015.nationals.1.2.7","Mindanao",7.68977865,125.23653125002
"437","2015.nationals.1.2.7","US",39.7837304,-100.445882
"438","2015.nationals.1.2.7","Philippines",12.7503486,122.7312101
"439","2015.nationals.1.2.8","Kensington",51.4989948,-0.1991229
"440","2015.nationals.1.3.lightning.2.1","Empire",39.7611067,-105.682998
"441","2015.nationals.1.3.lightning.3.1","Australia",-24.7761086,134.755
"442","2015.nationals.1.4.1","California",36.7014631,-118.755997
"443","2015.nationals.1.4.2","Biafra",-0.1496686,35.1927137
"444","2015.nationals.1.4.2","Tristan",38.8025884,-81.2270615
"445","2015.nationals.1.4.2","Kalevala",64.1181318,29.5792636
"446","2015.nationals.1.4.2","Tuonela",52.359359011789,6.63133482409087
"447","2015.nationals.1.4.3","Philadelphia",39.9527237,-75.1635262
"448","2015.nationals.1.4.4","Russia",64.6863136,97.7453061
"449","2015.nationals.1.4.5","Pleroma",33.60387875,-117.13357845
"450","2015.nationals.1.4.5","Sophia",37.7076145,-81.250657
"451","2015.nationals.1.4.7","Hanley",53.026111,-2.1754512
"452","2015.nationals.1.4.7","Portland",45.5202471,-122.674194
"453","2015.nationals.1.4.8","Brighton",50.8214626,-0.1400561
"454","2015.nationals.1.4.8","a united Ireland",54.7023545,-3.2765753
"455","2015.nationals.2.1.1","Trenton",40.2203074,-74.7659
"456","2015.nationals.2.1.1","Delaware",38.6920451,-75.4013315
"457","2015.nationals.2.1.1","Virginian",30.0167287,31.2747494
"458","2015.nationals.2.1.1","the United States'",47.8287874669091,-122.598947831237
"459","2015.nationals.2.1.2","East Germany",51.3152252,9.4785397
"460","2015.nationals.2.1.3","Liverpool",53.4071991,-2.99168
"461","2015.nationals.2.1.3","London",51.5074456,-0.1277653
"462","2015.nationals.2.1.6","Illinois",40.0796606,-89.4337288
"463","2015.nationals.2.1.7","Great Britain",54.3151594,-1.91815321114879
"464","2015.nationals.2.1.8","Truth",51.4908534,-0.22390478617004
"465","2015.nationals.2.1.8","Washington D.C.",38.8950368,-77.0365427
"466","2015.nationals.2.2.1","Pennsylvania",40.9699889,-77.7278831
"467","2015.nationals.2.2.3","Saxony",50.9295798,13.4585052
"468","2015.nationals.2.2.3","Bavaria",48.9467562,11.4038717
"469","2015.nationals.2.2.3","the United Kingdom",52.45777545,-1.86920993821471
"470","2015.nationals.2.2.3","Venice",45.4371908,12.3345898
"471","2015.nationals.2.2.3","England",52.5310214,-1.2649062
"472","2015.nationals.2.2.4","Romulus",42.2222614,-83.3965995
"473","2015.nationals.2.2.4","Naxos",37.8240743,15.2694003
"474","2015.nationals.2.2.4","Athens",33.9597677,-83.376398
"475","2015.nationals.2.2.6","Japan",36.5748441,139.2394179
"476","2015.nationals.2.2.7","Athens",33.9597677,-83.376398
"477","2015.nationals.2.2.7","Persia",32.6475314,54.5643516
