ID,type,q_place_1,q_place_type_1,parent_hierarchy_1,hierarchy_types_1,q_place_2,q_place_type_2,parent_hierarchy_2,hierarchy_types_2,q_place_3plus,q_place_type_3,parent_hierarchy_3,hierarchy_types_3
2022.nationals.3.1.5,,,,,,,,,independent political entities,,,,
2022.nationals.3.1.5,,,,,,,,,independent sovereign nations,,,,
2022.nationals.3.1.5,,,,,,,,North and Central America,continents,,,,
2022.nationals.3.1.5,,,,,,,,World,areas (geography),,,,
2022.nationals.3.1.5,,,,,,,,,facets (controlled vocabulary),,,,
2022.nationals.3.1.5,,Pennsylvania,,United States,nations,,,,,,,,
2022.nationals.3.1.5,,,,,independent political entities,,,,,,,,
2022.nationals.3.1.5,,,,,independent sovereign nations,,,,,,,,
2022.nationals.3.1.5,,,states (political divisions),North and Central America,continents,,,,,,,,
2022.nationals.3.1.5,,,,World,areas (geography),,,,,,,,
2022.nationals.3.1.5,,,,,facets (controlled vocabulary),,,,,,,,
2022.nationals.3.1.5,,,,,,,,,,,,,
2022.nationals.3.1.5,,,,,,,,,,,,,
2022.nationals.3.1.5,,,,,,,,,,,,,
2022.nationals.3.1.6,tossup,,,,,,,,,,,,
2022.nationals.3.1.7,tossup,Armenia,primary political entities,Asia,continents,Chaironeia,inhabited places,Boeotia,,Sámos,inhabited places,"Sámos, Nísos",
2022.nationals.3.1.7,,,,,,,archaeological sites,Region of Central Greece,,,regional capitals,Sámos,
2022.nationals.3.1.7,,,,,,,towns,Greece,primary political entities,,,Aegean Islands,
2022.nationals.3.1.7,,,,,,,,,republics,,,Greece,primary political entities
2022.nationals.3.1.7,,,,,,,,,,,,,republics
2022.nationals.3.1.7,,,,,,,,,,,,,nations
2022.nationals.3.1.7,,,,,,,,,,,,,independent political entities
2022.nationals.3.1.7,,,,,,,,,,,,,independent sovereign nations
2022.nationals.3.1.7,,,,,,,,,,,,,constitutional monarchies
2022.nationals.3.1.7,,,,,,,,,nations,,,Europe,continents
2022.nationals.3.1.7,,,,,,,,,independent political entities,,,World,areas (geography)
2022.nationals.3.1.7,,,,,,,,,independent sovereign nations,,,,facets (controlled vocabulary)
2022.nationals.3.1.7,,,,,,,,,constitutional monarchies,,,,
2022.nationals.3.1.7,,,,,,,,Europe,continents,,,,
2022.nationals.3.1.7,,,,,,,,World,areas (geography),,,,
2022.nationals.3.1.7,,,,,,,,,facets (controlled vocabulary),,,,
2022.nationals.3.1.7,,Armenia,republics,World,areas (geography),,,,,,,,
2022.nationals.3.1.7,,,nations,,facets (controlled vocabulary),,,,,,,,
2022.nationals.3.1.7,,,independent political entities,,,,,,,,,,
2022.nationals.3.1.8,tossup,,,,,United States,primary political entities,North and Central America,continents,United States,primary political entities,North and Central America,continents
2022.nationals.3.1.8,,,,,,,nations,World,areas (geography),,nations,World,areas (geography)
2022.nationals.3.1.8,,,,,,,independent political entities,,facets (controlled vocabulary),,independent political entities,,facets (controlled vocabulary)
2022.nationals.3.1.8,,,,,,,independent sovereign nations,,,,independent sovereign nations,,
2022.nationals.3.1.9,tossup,Hartford,inhabited places,Hartford,,,,,,,,,
2022.nationals.3.1.9,,,cities,Connecticut,,,,,,,,,
2022.nationals.3.1.9,,,manufacturing centers,United States,primary political entities,,,,,,,,
2022.nationals.3.1.9,,,,,nations,,,,,,,,
2022.nationals.3.1.9,,,,,independent political entities,,,,,,,,
2022.nationals.3.1.9,,,,,independent sovereign nations,,,,,,,,
2022.nationals.3.1.9,,,educational centers (buildings),North and Central America,continents,,,,,,,,
2022.nationals.3.1.9,,,commercial centers (inhabited places),World,areas (geography),,,,,,,,
2022.nationals.3.1.9,,,state capitals,,facets (controlled vocabulary),,,,,,,,
2022.nationals.3.1.9,,,cultural centers (buildings),,,,,,,,,,
2022.nationals.3.1.9,,,industrial centers (inhabited places),,,,,,,,,,
2022.nationals.3.1.9,,,tourist centers,,,,,,,,,,
2022.nationals.3.1.10,tossup,Soviet Union,former primary political entities,Asia,continents,,,,,,,,
2022.nationals.3.1.10,,,empires (sovereign states),World,areas (geography),,,,,,,,
2022.nationals.3.1.10,,,political entities,,facets (controlled vocabulary),,,,,,,,
2022.nationals.3.1.10,,,nations,,,,,,,,,,
2022.nationals.3.1.10,,,independent political entities,,,,,,,,,,
2022.nationals.3.1.10,,,federations,,,,,,,,,,
2022.nationals.3.2.1,tossup + bonus,Baltimore,inhabited places,Baltimore Independent City,,District of Columbia,first level subdivisions (political entities),United States,primary political entities,,,,
2022.nationals.3.2.1,,,,,,,national districts,,nations,,,,
2022.nationals.3.2.1,,,,,,,,,independent political entities,,,,
2022.nationals.3.2.1,,,,,,,,,independent sovereign nations,,,,
2022.nationals.3.2.1,,,,,,,,North and Central America,continents,,,,
2022.nationals.3.2.1,,,,,,,,World,areas (geography),,,,
2022.nationals.3.2.1,,,,,,,,,facets (controlled vocabulary),,,,
2022.nationals.3.2.1,,,,,,,,,,,,,
2022.nationals.3.2.1,,,,,,,,,,,,,
2022.nationals.3.2.1,,,,,,,,,,,,,
2022.nationals.3.2.1,,Baltimore,administrative centers,Maryland,,,,,,,,,
2022.nationals.3.2.1,,,battlefields,United States,primary political entities,,,,,,,,
2022.nationals.3.2.1,,,,,nations,,,,,,,,
2022.nationals.3.2.1,,,,,independent political entities,,,,,,,,
2022.nationals.3.2.1,,,,,independent sovereign nations,,,,,,,,
2022.nationals.3.2.1,,,cities,North and Central America,continents,,,,,,,,
2022.nationals.3.2.1,,,manufacturing centers,World,areas (geography),,,,,,,,
2022.nationals.3.2.1,,,commercial centers (inhabited places),,facets (controlled vocabulary),,,,,,,,
2022.nationals.3.2.1,,,seaports,,,,,,,,,,
2022.nationals.3.2.1,,,episcopal sees,,,,,,,,,,
2022.nationals.3.2.1,,,cultural centers (buildings),,,,,,,,,,
2022.nationals.3.2.1,,,political centers,,,,,,,,,,
2022.nationals.3.2.1,,,transportation centers (inhabited places),,,,,,,,,,
2022.nationals.3.2.1,,,shipbuilding centers,,,,,,,,,,
2022.nationals.3.2.1,,,sporting centers (inhabited places),,,,,,,,,,
2022.nationals.3.2.1,,,university centers (inhabited places),,,,,,,,,,
2022.nationals.3.2.2,tossup + bonus,,,,,,,,,,,,
2022.nationals.3.2.3,tossup + bonus,India,primary political entities,Asia,continents,England,areas (geography),United Kingdom,primary political entities,,,,
2022.nationals.3.2.3,,,,,,,first level subdivisions (political entities),,nations,,,,
2022.nationals.3.2.3,,,,,,,countries (sovereign states),,independent political entities,,,,
2022.nationals.3.2.3,,,,,,,kingdoms (political administrative bodies),,independent sovereign nations,,,,
2022.nationals.3.2.3,,,,,,,,,constitutional monarchies,,,,
2022.nationals.3.2.3,,,,,,,,Europe,continents,,,,
2022.nationals.3.2.3,,,,,,,,World,areas (geography),,,,
2022.nationals.3.2.3,,,,,,,,,facets (controlled vocabulary),,,,
2022.nationals.3.2.3,,India,republics,World,areas (geography),,,,,,,,
2022.nationals.3.2.3,,,nations,,facets (controlled vocabulary),,,,,,,,
2022.nationals.3.2.3,,,independent political entities,,,,,,,,,,
2022.nationals.3.2.3,,,independent sovereign nations,,,,,,,,,,
2022.nationals.3.2.3,,,controlled regions,,,,,,,,,,
2022.nationals.3.2.4,tossup + bonus,Great Britain,islands (landforms),United Kingdom,primary political entities,,,,,,,,
2022.nationals.3.2.4,,,,,nations,,,,,,,,
2022.nationals.3.2.4,,,,,independent political entities,,,,,,,,
2022.nationals.3.2.4,,,,,independent sovereign nations,,,,,,,,
2022.nationals.3.2.4,,,,,constitutional monarchies,,,,,,,,
2022.nationals.3.2.4,,,,Europe,continents,,,,,,,,
2022.nationals.3.2.4,,,,World,areas (geography),,,,,,,,
2022.nationals.3.2.4,,,,,facets (controlled vocabulary),,,,,,,,
2022.nationals.3.2.4,,,,,,,,,,,,,
2022.nationals.3.2.4,,,,,,,,,,,,,
2022.nationals.3.2.4,,,,,,,,,,,,,
2022.nationals.3.2.4,,,,,,,,,,,,,
2022.nationals.3.2.5,tossup + bonus,England,areas (geography),United Kingdom,primary political entities,,,,,,,,
2022.nationals.3.2.5,,,,,nations,,,,,,,,
2022.nationals.3.2.5,,,,,independent political entities,,,,,,,,
2022.nationals.3.2.5,,,,,independent sovereign nations,,,,,,,,
2022.nationals.3.2.5,,,,,constitutional monarchies,,,,,,,,
2022.nationals.3.2.5,,,first level subdivisions (political entities),Europe,continents,,,,,,,,
2022.nationals.3.2.5,,,countries (sovereign states),World,areas (geography),,,,,,,,
2022.nationals.3.2.5,,,kingdoms (political administrative bodies),,facets (controlled vocabulary),,,,,,,,
2022.nationals.3.2.5,,,,,,,,,,,,,
2022.nationals.3.2.5,,,,,,,,,,,,,
2022.nationals.3.2.5,,,,,,,,,,,,,
2022.nationals.3.2.5,,,,,,,,,,,,,
2022.nationals.3.2.6,tossup + bonus,,,,,,,,,,,,
2022.nationals.3.2.7,tossup + bonus,Magnesia,ancient sites,Aydın,,,,,,,,,
2022.nationals.3.2.7,,,,Turkey,primary political entities,,,,,,,,
2022.nationals.3.2.7,,,,,republics,,,,,,,,
2022.nationals.3.2.7,,,,,nations,,,,,,,,
2022.nationals.3.2.7,,,,,independent political entities,,,,,,,,
2022.nationals.3.2.7,,,,,independent sovereign nations,,,,,,,,
2022.nationals.3.2.7,,,,,sultanates (administrative bodies),,,,,,,,
2022.nationals.3.2.7,,,,Asia,continents,,,,,,,,
2022.nationals.3.2.7,,,,World,areas (geography),,,,,,,,
2022.nationals.3.2.7,,,,,facets (controlled vocabulary),,,,,,,,
2022.nationals.3.2.7,,,,,,,,,,,,,
2022.nationals.3.2.7,,,,,,,,,,,,,
2022.nationals.3.2.7,,,,,,,,,,,,,
2022.nationals.3.2.7,,,,,,,,,,,,,
2022.nationals.3.2.7,,,,,,,,,,,,,
2022.nationals.3.2.7,,,,,,,,,,,,,
2022.nationals.3.2.8,tossup + bonus,Lombardy,first level subdivisions (political entities),Italy,primary political entities,,,,,,,,
2022.nationals.3.2.8,,,,,inhabited regions,,,,,,,,
2022.nationals.3.2.8,,,,,republics,,,,,,,,
2022.nationals.3.2.8,,,,,nations,,,,,,,,
2022.nationals.3.2.8,,,,,independent political entities,,,,,,,,
2022.nationals.3.2.8,,,,,independent sovereign nations,,,,,,,,
2022.nationals.3.2.8,,,,,dictatorships,,,,,,,,
2022.nationals.3.2.8,,,,,kingdoms (political administrative bodies),,,,,,,,
2022.nationals.3.2.8,,,regions (geographic),Europe,continents,,,,,,,,
2022.nationals.3.2.8,,,regions (administrative divisions),World,areas (geography),,,,,,,,
2022.nationals.3.2.8,,,,,facets (controlled vocabulary),,,,,,,,
2022.nationals.3.2.8,,,,,,,,,,,,,
2022.nationals.3.2.8,,,,,,,,,,,,,
2022.nationals.3.2.8,,,,,,,,,,,,,
2022.nationals.3.2.8,,,,,,,,,,,,,
2022.nationals.3.2.8,,,,,,,,,,,,,
2022.nationals.3.2.8,,,,,,,,,,,,,
2022.nationals.3.2.8,,,,,,,,,,,,,
2022.nationals.3.3.lightning.1.1,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.1.2,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.1.3,lightning,United States,primary political entities,North and Central America,continents,,,,,,,,
2022.nationals.3.3.lightning.1.3,,,nations,World,areas (geography),,,,,,,,
2022.nationals.3.3.lightning.1.3,,,independent political entities,,facets (controlled vocabulary),,,,,,,,
2022.nationals.3.3.lightning.1.3,,,independent sovereign nations,,,,,,,,,,
2022.nationals.3.3.lightning.1.4,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.1.5,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.1.6,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.1.7,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.1.8,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.2.1,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.2.2,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.2.3,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.2.4,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.2.5,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.2.6,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.2.7,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.2.8,lightning,Jamaica,primary political entities,North and Central America,continents,,,,,,,,
2022.nationals.3.3.lightning.2.8,,,island nations,World,areas (geography),,,,,,,,
2022.nationals.3.3.lightning.2.8,,,nations,,facets (controlled vocabulary),,,,,,,,
2022.nationals.3.3.lightning.2.8,,,independent political entities,,,,,,,,,,
2022.nationals.3.3.lightning.2.8,,,independent sovereign nations,,,,,,,,,,
2022.nationals.3.3.lightning.2.8,,,constitutional monarchies,,,,,,,,,,
2022.nationals.3.3.lightning.3.1,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.3.2,lightning,Turkey,primary political entities,Asia,continents,,,,,,,,
2022.nationals.3.3.lightning.3.2,,,republics,World,areas (geography),,,,,,,,
2022.nationals.3.3.lightning.3.2,,,nations,,facets (controlled vocabulary),,,,,,,,
2022.nationals.3.3.lightning.3.2,,,independent political entities,,,,,,,,,,
2022.nationals.3.3.lightning.3.2,,,independent sovereign nations,,,,,,,,,,
2022.nationals.3.3.lightning.3.2,,,sultanates (administrative bodies),,,,,,,,,,
2022.nationals.3.3.lightning.3.3,lightning,Turkey,primary political entities,Asia,continents,,,,,,,,
2022.nationals.3.3.lightning.3.3,,,republics,World,areas (geography),,,,,,,,
2022.nationals.3.3.lightning.3.3,,,nations,,facets (controlled vocabulary),,,,,,,,
2022.nationals.3.3.lightning.3.3,,,independent political entities,,,,,,,,,,
2022.nationals.3.3.lightning.3.3,,,independent sovereign nations,,,,,,,,,,
2022.nationals.3.3.lightning.3.3,,,sultanates (administrative bodies),,,,,,,,,,
2022.nationals.3.3.lightning.3.4,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.3.5,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.3.6,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.3.7,lightning,,,,,,,,,,,,
2022.nationals.3.3.lightning.3.8,lightning,Çanakkale Boğazı,straits,Çanakkale,,United Kingdom,primary political entities,Europe,continents,,,,
2022.nationals.3.3.lightning.3.8,,,,,,,nations,World,areas (geography),,,,
2022.nationals.3.3.lightning.3.8,,,,,,,independent political entities,,facets (controlled vocabulary),,,,
2022.nationals.3.3.lightning.3.8,,,,,,,independent sovereign nations,,,,,,
2022.nationals.3.3.lightning.3.8,,,,,,,constitutional monarchies,,,,,,
2022.nationals.3.3.lightning.3.8,,Çanakkale Boğazı,,Turkey,primary political entities,,,,,,,,
2022.nationals.3.3.lightning.3.8,,,,,republics,,,,,,,,
2022.nationals.3.3.lightning.3.8,,,,,nations,,,,,,,,
2022.nationals.3.3.lightning.3.8,,,,,independent political entities,,,,,,,,
2022.nationals.3.3.lightning.3.8,,,,,independent sovereign nations,,,,,,,,
2022.nationals.3.3.lightning.3.8,,,,,sultanates (administrative bodies),,,,,,,,
2022.nationals.3.3.lightning.3.8,,,,Asia,continents,,,,,,,,
2022.nationals.3.3.lightning.3.8,,,,World,areas (geography),,,,,,,,
2022.nationals.3.3.lightning.3.8,,,,,facets (controlled vocabulary),,,,,,,,
2022.nationals.3.3.lightning.3.8,,,,,,,,,,,,,
2022.nationals.3.3.lightning.3.8,,,,,,,,,,,,,
2022.nationals.3.3.lightning.3.8,,,,,,,,,,,,,
2022.nationals.3.3.lightning.3.8,,,,,,,,,,,,,
2022.nationals.3.3.lightning.3.8,,,,,,,,,,,,,
2022.nationals.3.3.lightning.3.8,,,,,,,,,,,,,
2022.nationals.3.4.1,tossup,,,,,,,,,,,,
2022.nationals.3.4.2,tossup,,,,,United States,primary political entities,North and Central America,continents,,,,
2022.nationals.3.4.2,,,,,,,nations,World,areas (geography),,,,
2022.nationals.3.4.2,,,,,,,independent political entities,,facets (controlled vocabulary),,,,
2022.nationals.3.4.2,,,,,,,independent sovereign nations,,,,,,
2022.nationals.3.4.3,tossup,,,,,,,,,,,,
2022.nationals.3.4.4,tossup,,,,,,,,,,,,
2022.nationals.3.4.5,tossup,Strood,inhabited places,Medway,,Canterbury,archiepiscopal sees,Kent,,,,,
2022.nationals.3.4.5,,,,,,,inhabited places,England,,,,,
2022.nationals.3.4.5,,,,,,,ancient sites,United Kingdom,primary political entities,,,,
2022.nationals.3.4.5,,,,,,,capitals (seats of government),,nations,,,,
2022.nationals.3.4.5,,,,,,,cities,,independent political entities,,,,
2022.nationals.3.4.5,,,,,,,religious centers,,independent sovereign nations,,,,
2022.nationals.3.4.5,,,,,,,market centers (inhabited places),,constitutional monarchies,,,,
2022.nationals.3.4.5,,,,,,,pilgrimage centers,Europe,continents,,,,
2022.nationals.3.4.5,,,,,,,tourist centers,World,areas (geography),,,,
2022.nationals.3.4.5,,,,,,,,,facets (controlled vocabulary),,,,
2022.nationals.3.4.5,,Strood,,England,,,,,,,,,
2022.nationals.3.4.5,,,,United Kingdom,primary political entities,,,,,,,,
2022.nationals.3.4.5,,,,,nations,,,,,,,,
2022.nationals.3.4.5,,,,,independent political entities,,,,,,,,
2022.nationals.3.4.5,,,,,independent sovereign nations,,,,,,,,
2022.nationals.3.4.5,,,,,constitutional monarchies,,,,,,,,
2022.nationals.3.4.5,,,,Europe,continents,,,,,,,,
2022.nationals.3.4.5,,,,World,areas (geography),,,,,,,,
2022.nationals.3.4.5,,,,,facets (controlled vocabulary),,,,,,,,
2022.nationals.3.4.5,,,,,,,,,,,,,
2022.nationals.3.4.5,,,,,,,,,,,,,
2022.nationals.3.4.5,,,,,,,,,,,,,
2022.nationals.3.4.5,,,,,,,,,,,,,
2022.nationals.3.4.5,,,,,,,,,,,,,
2022.nationals.3.4.5,,,,,,,,,,,,,
2022.nationals.3.4.5,,,,,,,,,,,,,
2022.nationals.3.4.5,,,,,,,,,,,,,
2022.nationals.3.4.5,,,,,,,,,,,,,
2022.nationals.3.4.6,tossup,Strood,inhabited places,Medway,,Canterbury,archiepiscopal sees,Kent,,,,,
2022.nationals.3.4.6,,,,,,,inhabited places,England,,,,,
2022.nationals.3.4.6,,,,,,,ancient sites,United Kingdom,primary political entities,,,,
2022.nationals.3.4.6,,,,,,,capitals (seats of government),,nations,,,,
2022.nationals.3.4.6,,,,,,,cities,,independent political entities,,,,
2022.nationals.3.4.6,,,,,,,religious centers,,independent sovereign nations,,,,
2022.nationals.3.4.6,,,,,,,market centers (inhabited places),,constitutional monarchies,,,,
2022.nationals.3.4.6,,,,,,,pilgrimage centers,Europe,continents,,,,
2022.nationals.3.4.6,,,,,,,tourist centers,World,areas (geography),,,,
2022.nationals.3.4.6,,,,,,,,,facets (controlled vocabulary),,,,
2022.nationals.3.4.6,,Strood,,England,,,,,,,,,
2022.nationals.3.4.6,,,,United Kingdom,primary political entities,,,,,,,,
2022.nationals.3.4.6,,,,,nations,,,,,,,,
2022.nationals.3.4.6,,,,,independent political entities,,,,,,,,
2022.nationals.3.4.6,,,,,independent sovereign nations,,,,,,,,
2022.nationals.3.4.6,,,,,constitutional monarchies,,,,,,,,
2022.nationals.3.4.6,,,,Europe,continents,,,,,,,,
2022.nationals.3.4.6,,,,World,areas (geography),,,,,,,,
2022.nationals.3.4.6,,,,,facets (controlled vocabulary),,,,,,,,
2022.nationals.3.4.6,,,,,,,,,,,,,
2022.nationals.3.4.6,,,,,,,,,,,,,
2022.nationals.3.4.6,,,,,,,,,,,,,
2022.nationals.3.4.6,,,,,,,,,,,,,
2022.nationals.3.4.6,,,,,,,,,,,,,
2022.nationals.3.4.6,,,,,,,,,,,,,
2022.nationals.3.4.6,,,,,,,,,,,,,
2022.nationals.3.4.6,,,,,,,,,,,,,
2022.nationals.3.4.6,,,,,,,,,,,,,
2022.nationals.3.4.7,tossup,Chicago,inhabited places,Cook,,,,,,,,,
2022.nationals.3.4.7,,,county seats,Illinois,,,,,,,,,
2022.nationals.3.4.7,,,inland ports,United States,primary political entities,,,,,,,,
2022.nationals.3.4.7,,,,,nations,,,,,,,,
2022.nationals.3.4.7,,,,,independent political entities,,,,,,,,
2022.nationals.3.4.7,,,,,independent sovereign nations,,,,,,,,
2022.nationals.3.4.7,,,cities,North and Central America,continents,,,,,,,,
2022.nationals.3.4.7,,,commercial centers (inhabited places),World,areas (geography),,,,,,,,
2022.nationals.3.4.7,,,cultural centers (buildings),,facets (controlled vocabulary),,,,,,,,
2022.nationals.3.4.7,,,political centers,,,,,,,,,,
2022.nationals.3.4.7,,,industrial centers (inhabited places),,,,,,,,,,
2022.nationals.3.4.7,,,transportation centers (inhabited places),,,,,,,,,,
2022.nationals.3.4.7,,,scientific centers (inhabited places),,,,,,,,,,
2022.nationals.3.4.7,,,university centers (inhabited places),,,,,,,,,,
2022.nationals.3.4.8,tossup,,,,,,,,,,,,
2022.nationals.3.extra.1,tossup + bonus,,,,,,,,,,,,
2022.nationals.4.1.1,tossup,Nanjing,inhabited places,Jiangsu,,Chicago,inhabited places,Cook,,,,,
2022.nationals.4.1.1,,,,,,,county seats,Illinois,,,,,
2022.nationals.4.1.1,,,,,,,inland ports,United States,primary political entities,,,,
2022.nationals.4.1.1,,,,,,,cities,,nations,,,,
2022.nationals.4.1.1,,,,,,,commercial centers (inhabited places),,independent political entities,,,,
